userId,group,converted
b416105632404fe289955f437745f7e4,treatment,False
d9758f13e6204c619a36b975bbd027e3,control,False
70ed3d03e0bd41f9ba4fe16af7dc5f9b,control,False
6da5add3870e4097ae18fd19b2744d37,control,False
12ab7910f5b24dbe9031ccd6a1269470,treatment,False
46290411aabf46379004d35eaff17d22,treatment,False
7d991d9a37c0414fa93c607cf959f2f9,treatment,False
7ba882f6db124c78b7e9af97b0ab5105,control,True
6e3913e7063645e3a159eadfb66e8ebf,treatment,False
664de388c85242e8b1cb0d33a38d3f6a,control,False
bf3c6575e4514d4d90471daf6ad6c497,treatment,False
dd3bd75fe28a42aaa355b6721b72eba0,control,True
aa2026b80e144b1fbf76618890980940,control,False
b95a140eb4c842b5a34f7f363ca6f455,treatment,True
0fd9450f78a440cca2428ab57977218a,control,True
7a49c70a8c9f42d7850773fab31d699e,control,False
cb7dbbb8d5c047f7b5e61b1fe95b8e03,treatment,True
7a188f2f251e44e485798283262651de,treatment,False
804c8c39493c47a2a80f6c4e5cdf84c1,treatment,False
515ab4cca7bf47abbb59832fd3771bd5,control,False
e0d8136344c84a3093b2b505726470e4,treatment,True
4c2389815e9b4fa9ab6c6377770a59e6,treatment,False
a3fbea1305d04ea7a5813730501f5d2b,control,False
b9bf52dec6734d13bbc84e062408f245,control,False
8ec40c86923348bea14c2b90852d1867,control,False
cea30214a6154c729525d95849068627,control,True
fe0e41eb043c44e78b5f6e0f9377759d,control,False
0e4a999429154be3a69f32c674f8373f,control,True
be728c3516b948db907918617ce2ee2e,treatment,False
6625caeafb43481cb05d957172b55a67,treatment,False
4c0fb84796ca41a58ebd22eb38b5d123,control,False
7c47ee040de54881a736236678c94130,control,False
fec4e46924ec408291162e5d7c27e2ed,treatment,True
843ea16466b641db8ea735e4b23367b5,control,False
fc347d991fd446fb8b060d52e53bc428,control,False
0749ba47dcaa42d692f6d72afa4bade7,control,False
a1dc6a253a6e4ba68babf53d83705c2c,treatment,True
77ab378a3d3e4209a02810af53882bd1,treatment,False
a920f3697138462f9542de0fa65bf757,control,True
be2a5160981e4a15837c0a876d015fd8,control,True
0048eb841cae41ec81ee2a9ccab5d605,treatment,False
1f3c75a640164895b5007041031ebb59,control,True
41ac7b69e5964b11b49fdcbb2402f634,control,True
f0de9adc5f03415c8673167bafc0661d,control,False
e3724b5e9029427aaff93dbe5bd1fbba,treatment,False
53ab1bd7e47344e4b4e5cdf4bf007235,control,True
d9a25013dd4445fba2541bde4c28a107,treatment,False
96ef610b89f44ab4b119ee0eb3542aa1,control,False
43afe5a45b5e4be0b0efb24c5c45d318,control,True
d6ea6116bdf3411499ca8e13156b75ba,control,False
74f81252bc0a4be6bf76ecfd98d2bd1b,treatment,False
49f91df19d4e44b7b7a22233ab4bce54,control,False
7a9a5d2768c94fb691b9ddd654da60e2,treatment,True
26fe0b4ee7dd4b668b6a9572d7e62393,control,False
c15b483e929f45608e93b70a544d8a03,treatment,True
e3f4fc3f3aa2446e96eea916e6370328,treatment,False
3cffc6ec3d0247a4b886e5d0422ee753,treatment,True
6cc5307d987c402eb5864f25fb142951,control,True
4c144f96921f4f83afe708ce4c5c1a4e,control,False
770e5442e7704db9ac6babd995281121,control,False
15d8aa61389543c096959ccbb591e058,treatment,False
8653485f753f4413b837fe1ae7ef351b,control,True
e7a584426abc4ec2b241e28449db2075,control,True
7cfc89ea3f1c4efc891a163d5f8290a6,treatment,True
537be2dcec194f9f9e3f29c0909e6a83,control,False
6d04dbbc4e144432b8a5881f36143185,control,True
9729b4271324422a9d9a667bfac61b5c,treatment,False
ea27dff6a9444af3b6e5fe6d805ccf02,control,False
82a5966b228645e9a8ac7c2919a82b3d,control,True
372a632674cb4148b309452c7b2019ba,treatment,False
11492c850f7b4973beb8177d27e2e4e1,control,False
0427f22f1419477f852653c0c3b61c0d,control,False
f6ce624596bf43b995f6167eac7d9d2b,control,False
ffabd8c8f85045cf8f1c3f8522c4e07b,control,True
05cb1587be4c49a398806a3e6fec2b90,control,True
49d6f8ea209b4cab81c15a5366373647,treatment,True
c86079bc9fb3495eb3030bfb8f17d260,control,True
a0efc6abb3b94e0f93cdd835954d7178,control,False
ff1116a050fd4cfcadd9cd5d260de183,treatment,False
e9b443a9334a42709fddf7bae42bd54e,control,True
a938b20a5c8c4adfa5aae5f7aee497bb,treatment,False
404cd629c94f427ea75333f3cb4ba5d5,control,True
268acf59adb74c318e30bbd02b426531,treatment,True
9736e910fb5d46549fb87f995c06b2c5,treatment,True
20f6a5cd59fb44e2b774def5ac9656bb,control,False
fe66990474fb47b6ae7d1902d558300c,control,True
2a1003ad570d4b478d499d9dd8701a10,treatment,False
e9836fd5afe24e3e919ae30969dadda8,control,False
a2e9248851f7447a85760535479311a5,control,True
32c094ccff264d1093548fd8acfb2139,treatment,False
84322396067a440dafa5b34e5f1ab2a0,treatment,False
13a747e92f4a402ea08e1129d01fb759,control,False
08bad9ebb59243c0b8e6d34d93f626dc,treatment,False
32b15105e0714d2a9f7890809e1cedca,control,False
9425c58480cd46fcb8aaa0c24e2aadf2,control,True
cddafe16ae784181a4f6310ec1427d3a,treatment,False
96a0fcea6c414d9ab5a76046cd7d28d7,control,False
88c8c189a3a943c29a89f2a86ece584a,control,True
2b0dbcbf49724bac9667e998743af7ee,treatment,True
0fd877ccfe824debb505038015541e47,control,True
6252852d5dbd44e585d9186f710fa461,control,False
0c691439e42749dd8d90350f1d1ed6d3,treatment,False
2e9b30632ba04d24977fdbb405edfd5a,treatment,True
8a5e3afb3d5a48c79d80beb84ebb6336,control,False
06da3650af13432ab71620c2935428cf,treatment,False
a5144862613a44bb8b51d6abc477fc31,treatment,False
ab0b948eb21047a29f780307baf275bd,treatment,False
94d233ca72084d5ab01da3e7355cca41,treatment,False
0e24e6099d9542c9bd7d5ae1cc9dc511,control,False
9bbadf75266e4ba9841b843c6146de87,treatment,False
fa5f61db9abf4e94862f14ea20118167,treatment,False
365e2587d49541989329f9b81278de35,treatment,False
59ea70d792744b1f9faea0212e1858de,treatment,True
2f1d69c66fff409185119e46bbd94bda,treatment,False
56cc030c9e0244d8a5e61092c990554a,control,False
968c1b63a00048798879fd8a619e5b82,treatment,True
cdf293b74a3e488b946c0f204b54631c,control,True
e4a4fdaba8bd45fd9b1fab0ac3bb82cb,treatment,False
d2c58ca06cd24defa576b73d0dea9c1f,control,False
47d098ed083a4339b337470daf127c61,treatment,False
8c02ee6275fa4b5c896aa5acc495bc9c,control,True
a9e3710467d044c3a6d2368b6a7ee425,control,False
0591d254f5b546d8b289bce3c0c8ba42,control,False
a5c230485f1c46aeab46dbaf0c1f7e5c,treatment,False
6eba56c30f6d46f5a9b1ab06619614d7,control,False
341cac9420a64d8f8c7acee7e1560160,control,True
8eeffc58bc124879bc7810424b75c7d3,control,False
62def6b754914b2f8c58e25e70f71496,treatment,False
f69e18c191bb4d38bed4b8d0d7edbaf7,treatment,True
9c3f529f3bbd44c4813eab576c2639b2,treatment,False
d329e82dffe04fd0b546b25c8a901226,control,False
3c297702a739423aaf7c3b273e6e8be8,treatment,False
ff3d571ab71343c3bb6581587375e1e7,control,False
698d9f8ea8404c5eb58b221f623013da,control,False
aedc2208878e4aaa9dae9cefa858ed12,treatment,True
5e41a6f867b049a79e78597d1243210f,control,False
002fa9c7a9a54e79b066bf08fa976df7,treatment,True
34fc0a44713a4750a1131428418ddcf2,control,False
080ec541cf6b418995cc2521193a682d,control,False
3ae30129022940b48fc0f7fce23aae0c,treatment,False
8c701faeceb8454fa19527d173118077,control,True
3a43808312444d8fa6a5eaa939ad52aa,treatment,True
495d4cb5b9f64e14ab9a599e436c3920,control,True
eb1a31c3c5124583b318ba8a7e910f4a,treatment,False
3c763d9e1ce24fc6a93b2a38f51df928,treatment,False
93689c76a0f741b2a9fc9fb49e131b5b,treatment,False
7f2fdd5cd3a843789868b05bc070a428,treatment,True
155239883c6b4397b6ee5b89b584c24f,control,True
43c5020a5ccc4008968cd3eb1462c39a,treatment,False
163bda4a87c24ffc8c348875ab0cb028,treatment,False
4e88ac7269994b34a11123b5a2c7b190,control,False
bc603d4bddf84e7680b902f58aecbe65,treatment,False
26c9279ba43a450b98b45156e5b5c267,treatment,True
5b5544adb3de44b1bb6ffb4abe0573fa,control,True
d42d1511d630439baca47e5d198c4873,treatment,False
cd47a159a219450eb0a4ea4432b16dc7,control,False
0f58282cf0a24914a14f1417ab9312c5,control,True
c7b5b8967c9d4843a61226f2f88a8d80,treatment,True
35e7b63458404730b512bf5a1507b368,control,True
9cbdef9da17e47c4a1d9a191c4f5214c,control,False
5f6b894f3c4b493f941b03bf7e4bd1a6,treatment,True
60d9a6e180ad46c286f7f852a6131cdf,control,False
ed76d04789784dc6b4125210d07e4d46,control,False
4df16d022884447db20d5c040879be8d,control,True
b773247d0b3e48ae919616fd9df7ffda,control,False
b760354be9e94ffca6ab1d35961f759a,treatment,False
6364a0cf493b45ddaf62d85555149307,treatment,False
75a896c0a20f497c8be195cd9c4711e7,treatment,False
5c73795af90b434ba38efeda363d9499,treatment,False
cc274313de424713a44db3dfdf0cb41d,treatment,False
0dfd4a4315a1459aaa6b2d13d782425d,treatment,True
99fa422f820d458fb17be21f7eff1b70,treatment,True
d07e3bb5efa14cdd8f51966cce355860,control,False
5663b48429d24bddaf8991a8aed40277,control,True
ed6408da754d4f67ba92c49f7d028d7f,control,True
1a709c45bde54590bf5d06c84266f2a7,control,False
552d695fac134197aad8daf14a54a56e,treatment,False
c9680248241444bb83d6de6997d0bb30,control,False
7e370555d1d04caa8db39f9b8406dfd0,treatment,True
8e2fdf545e0e479bb1cfa5224531feb2,treatment,False
56630092c8544835bdfac072ab68b6eb,control,False
17ec68ae056447c9bfe8121b8d30edec,control,True
e39b238799654a80ace57fafdefb9933,treatment,True
154e13607bc046068e3c7f7646ed8d2a,control,True
814d44e41edc467cbb3e0df41fb99b01,control,False
0d1b42aa0c3a447d9a901de56740fe9c,treatment,False
55531e736eef43a6b998b27951819f1a,treatment,False
87d494ba5f2a4edeb5f339149fc35118,treatment,False
72cb75036cb04ff3a3c82e0b9129625f,treatment,False
e9becb2f43144ce4ab1a9531de0858aa,control,True
b2cf7dcf8fde491ebf1bfa96c38d420f,treatment,False
e0ba24bde40244bfa39ff1eac834bc26,control,False
f7bc3f7a444a487684ab60b5874de628,control,False
bbe746e943144d3ea610d8dc4bc6cb73,treatment,True
b9d2e097ad454afd8d1f47bd5c823559,control,True
29c1b20ca676466aa7177fb4cc9f4cd9,control,True
b8030559c4b84dca8e0f033df8b5041f,treatment,False
c5ac80d36c8249f39b34c15bf36e8846,treatment,False
3c58a738c82745ecb9e41990f2233e2f,control,False
85b369cee2234291bb10ac8c3bd1d82f,treatment,False
5c7c01d0a4a440399ac4f31e1beee0cd,control,False
b6ecf266dc4942529cf44832b39526f6,treatment,False
2cdab648f92a437382ffa82f7f132aaf,control,False
e1b9ae42d4da486fa5fb0c6e15c21163,treatment,False
15192a9fc20b46e4b412ae0d4ada43fe,control,False
556159bba7d94627a55dc2a06ba15c00,control,True
0db27542da4c4f2aa6a74fec57f41e42,control,False
34480647ee784b5b8c94f7ff664ea19c,control,False
0aa093a4997e463f9a1a8ee942039f34,treatment,False
fccab09b844144d3891a57fe32bc4c4c,treatment,False
7d66f007b1a84943a387af58add0acb7,control,False
f2579d8c257b4b5b88d00e15b67d8f2f,control,True
b5172580c09e49b486edffb7926628d6,control,False
81401e79b3404ecba7e9bb84efd23f12,treatment,False
f588997756134544a0a7a3029646223a,control,False
c1302c2aab7c48f588c97f907e2857ea,control,False
5179ac4afaa44d3e80cb618db4064ed2,control,True
cf6a04a3a9954a4988e1528424d782f0,control,False
998452e2cd3c42288f53e4bff25f6eac,control,True
2dcdaa364ed647ba9d0e0fc13089cd4c,control,False
481d60c824244167a11b147da52da1a9,control,False
52a1a49cd2e742fb9f0d09132dba5bfa,control,False
cb9aa3f712884abb9ac7abf4df974ee4,treatment,False
fffe8336f5e5420e824871e92f5fbbe6,control,False
f48a258c8b794cf8a55a3ff6d459ce6f,control,False
167f2294281248d0b3cee6bbd6334e8b,treatment,False
b565b7b61beb4e25ab8aaaac2a5333db,treatment,False
f8b2ee818c954c0c8ecea8b0ee618383,control,False
7d66dc2365e444beb2220689c3e7408c,control,True
040783f68b894ca6b63069bb95842202,treatment,True
bdd55767a0e7458d94617107a5d0a6a1,treatment,True
3b0fc0d9bfdd4169a351e565a759e190,treatment,False
94277b7233b74d38b796f8cbfbafa79f,control,False
35f5823b5ca343f8abc44fd2f016c4a0,control,False
28288ad8e5ca4d6bac97000e6f099e53,treatment,False
06c89f630da645e382556b89b3c40677,treatment,True
8eb7da9826a442949231d9c768a8c572,control,False
6e273480e4bf4b00a3d4f29a4acd2926,control,False
e22ccca77b1043529686dd0caafb87eb,treatment,False
6ab88e921ad54347a5077f803b85a78f,treatment,True
e10726b153da4f3faa3c1a5ee122abd9,control,False
71102201a4a645b89eaa2bca0a858301,treatment,False
17f63a85fdba429f9eabd2cd8d7557e7,control,True
edaa11fd4a8a4e419a84c8da4516afe1,treatment,False
aad187767ff04a81896ec969d3841d7f,treatment,False
5e88400895754036a1453a58dc565fc4,control,False
7fb497aca1cb4a6c9b61de5629d4cbfd,control,False
4122302166644ea48624764de1e7aa37,treatment,True
1df61bee16074442bdc98e2835109e98,control,False
cc8936f5f51b4d47b42c4f607ae8f2d5,treatment,False
b271d35583284df888dec6c86f3e3949,treatment,False
e5a474b54f20495292cdaf6942037cce,control,True
37f3f96d401b4424b2e4bd107dc1e7c7,treatment,False
c854de400d3b472bbafbfe846136676a,treatment,True
22261b43e2e74314845955d76e9e68fa,control,False
c491aff2d715401687028def910867a0,treatment,True
4ec3f38d0a074a7589be8af7504cf3de,control,False
9beb06b261e6474499b13aa2b998abf9,treatment,True
9eb57d6b82ad428fb9f54a1e354f0b39,control,False
41f14ddcf9524ec79159e874855cc7ff,treatment,False
45d6ebe1c3984695b75cbe0b3e6a5656,control,False
adbc70dc64c646f182fa5c328c4f3c16,control,False
4a5f5605d4594ff38a8018d6daf3a3c6,treatment,False
49fd3c8f55314d03b948680696537506,control,False
0af7eda2aa314786884204c5336f17ce,treatment,True
6e8232f3af9649daa7054ac4d78e6508,control,False
c323f9e448014846b5c40ab2aedc9451,control,False
70be90f8a91743ffb192648bf8fe3d05,treatment,False
28760ba7b49c4351b400ffcb930fd480,control,False
a002d01e3fb1444989776bb0a857889a,treatment,True
7f539d8856274df481c0c69d9ccfd0a2,control,False
26ebbdd453ec4524aa03fabe8c21249f,control,True
16b1040f15b4480faf038a73f7332b7e,treatment,False
2544c2dbcf86415990cb637674ab9a60,treatment,False
27bcc8c5054541deb7e70b8bd7b9e18d,treatment,False
0eb0c07133574fb9ba015017420fb75a,treatment,True
1f67ce3f629f4ce3a375d0cdfe3c771a,control,False
402563b6a4ca4b90a39a3963d9166784,control,True
8d93ec20419f442abe7858176b6de689,treatment,False
1ba3a4d50b9146bcbced421777dabefe,treatment,False
b3b2be3ae5594bd5b4d4982fabcaeba1,control,True
af84c86641a741d8a4a9bcd7eb35830d,treatment,False
09e13013c2b349ac808ea5f84a9d31e3,control,True
4ea83f110c6b4c9081aa8b4cfa3693eb,control,False
62c5777fee104b8d91e6f62224c53dd5,control,True
fc3d08d171b64b78a2ed419d33558ee5,treatment,True
4548c7fd576b4a258744f7b732fbe08d,control,False
a68aed44c28340809130be01b2941def,treatment,False
cd7f86b1d8a842629c1b040229f5000e,control,False
0768162941a440d7899fdd2bf3ad17f6,control,False
70309abf27454fa8860af6d5cd245d3e,control,False
d347e873877e451dac53fe7277ce6620,control,False
411cb2683e054f30893e201f32cf6380,treatment,False
b6d89c5d0589497997993a513940cbe2,control,False
3a7208f2934e4f639d4dcbb83050ef7f,control,False
4a7eae99ab7b4d3ba5b3fd66c62e29bb,control,False
96056bb4ced548fa9da3e3fbae256214,treatment,False
ac3e762d6ba84a5a8fa00245715da326,treatment,True
115362d7ed9344cebb81867dfa01608a,treatment,False
747966c6646749c19b1b766110bfa603,control,False
92f6f80856d34d3996c28f42be00f908,control,False
5f3851f633d144db85069bdc03ef4cc1,control,False
aaf0e00f28694ebfa39a9bd3439e9ce7,control,True
a540514d0eb1434a9ce01d493ca36120,treatment,True
211e1ca6e9114915965cfef04d3a5f63,control,True
9c80e70841874acb9c9860f7c1f94141,control,False
fff81aaeea744cb4af67d72cf1603145,treatment,True
69970795ef9a4e9ab1fe80b3357c09e3,control,True
ba307c73ae464737a74f333a9fc32fd0,control,False
002121da9a3a4db89a22be0f3a792241,treatment,False
4d497db73ea1452fb00e1619cdc6963b,treatment,False
65bf656351e548a7a39122ea389e2fc1,treatment,True
6fae8ed454fa40df8f04f31647d2dbda,control,False
517e691a32e64e618ce3e6f5208d3bc6,treatment,False
ba5fc805b4ca4a61b61c23bc4cf294a8,treatment,False
2cfe217a994a4e3a82e3db1f6ea04712,treatment,True
63b34ec80b0b41d19f6340329572c148,treatment,True
fd3db61743554ed9bdf8d92c8869bf3f,treatment,True
cbb9057ecd7549858a6fb4d1aab54a72,treatment,True
2e6cdbe2d9d14f15bb3200d558ba179a,control,False
fe69fb06b54546b1bd3985d359c9c5d5,control,True
a54fdb9a60b6446c8a507fd266b2b7f5,treatment,True
27470ab63ca64ac3b432097106c1d14a,treatment,False
7ec9eec91447421d9b7d4f796ff09dd5,treatment,False
a6b3a19dc3f948d9a12878a370e4b505,control,True
31eddbdae02141b186ff4b4b6d5eaa5b,treatment,False
c435c99af7c6453f834976984cb7af61,treatment,False
ae9dc8cf21d14d19a592796cc2665796,treatment,True
96d93c493db34480ae8cfd7c8924056f,control,True
af2431b715cf42e597ed13ba14ce6878,control,False
b887364bac7a45528de2dae0adacaf4d,control,True
f780348abebd49c6b105f3442c6ed111,control,False
5d829bbd3ada4f2bb0a8d64926b36378,control,False
57df421ebe864a9281a616c205a5eb0c,control,False
daae324141994754bb473647207952c8,treatment,False
bda19a6dbda5428eb8ef56f2284991a6,control,True
08fa24c208c04206a5abd8df0ef626d9,treatment,True
05232bd123134a5da041fc296e52289c,control,True
0da2720c91a2494ea134a0d812f806e5,control,False
0eff8efe6f5447069da8b0eca632db42,treatment,False
26e71a5d1cac4c8296ee3e6878e81cfe,treatment,True
2451447f19044c6a8e63727454d7b678,control,False
5e319f46162f4ebb9f8c9f4381ffb43f,control,True
3c35f840071a481898b252e984ebb303,control,False
069bab9f643642318774fb1c9f4c8978,control,True
18251e75ff6e449ab710e14e686592c7,treatment,False
3e781767d99f483e97a16a026437c6df,treatment,True
bd241884c4f3407782fe4c97b1f6c0e7,control,False
3dec452a04384762847243966caea356,control,True
9d852a7e8439455994e4a338d5548e23,treatment,False
7cc17c4974a641c585d4ccb69a7af991,control,True
719396e0390042b79a8472b159799eda,treatment,False
3c2fc6b32fa946b1b8938af15b34295b,control,False
c1fb996e0ed14b17b755749b1ce93593,treatment,False
3544ef057b4f4d99b408ca2cb6794d01,treatment,True
b723f45f7ebf433da72b04651fd9fe40,control,False
716a5ea280474affab51e7e0d47c3029,control,True
6517ab01c7f142f9845a161b50b5e459,treatment,False
2b470e4578b6434cb06bd8bd9409248c,control,False
6a3555bd4ce94857a800c1be6fbee9c7,control,True
6c2a5ff3c8d84f22800b40684058d3ef,treatment,False
1afe52c6a69e495f80d6654a452e0a15,treatment,True
06932d7ee3f54b2c94e136b10af93a97,control,False
fe3b9a09a21845bea0087e5fca43e56b,control,False
f764995c3dbf493488e94d52643adc73,control,False
3e81b2061d164266be5b15dade9f7e4a,control,False
77f13cb838754f4aa60283ada0b26417,control,False
3eccb06b120a4d929ba8c57f82d5b6a1,treatment,True
6f77ff3b39304c1aa2fce7112d78ba17,control,False
5d29d6df138a4584b32f6c57ecca4365,treatment,False
8e3d135de100417f9420758d75ac1597,control,False
54710ee5299644a3b29ea4cbb4cebe68,treatment,False
753d80495b344388aac4a2d3c9b7d181,treatment,True
f3b54060868043d8827d6ee00e604341,treatment,False
cc301997deb34349a14cdbd9e2ba36d0,control,True
b696021b119a4abfac7c06dd77e86594,treatment,False
e34f00eadf624c7899a97ff25c58fc5e,control,True
5c3152bf47274aa2beeb8dd16ab486c9,treatment,False
34b6fceae57c43749f86bd21baeb7281,treatment,False
19f9d52f7b9a4fa4b85a4fca6d854583,treatment,False
bab4a5b0ad8e474db9526cf1a054d450,control,False
0fb5de754bdd4245b205f6ad8162d83b,treatment,False
b277540be0214adebe70852b811d19d5,control,False
09dc30125413488ab11201062452bbfd,control,False
92fd52e4dc89440f89b637a6c50b75fc,treatment,False
4e3e54911ce04c44a4a5d9ba5b85743b,treatment,True
e077683269034a05852100091c56be01,control,False
c1b20438edb24bf394721da2046902f9,control,False
b7eed6880d814aa0850fbd8287e26dea,treatment,False
075c6cf9e18b41c1bf24851410bf4255,control,False
3a8d9585b9f945e7a2b81f10c2b8ad69,treatment,False
a8d94c14d6f841f588c00e0d1f184fed,control,False
32638be5b1454fac8501abdf37a3f4cd,treatment,False
992fea8105f44412810373c41bed7bd6,control,False
8d11373911f14f98a75184817df18083,treatment,True
2fc322f3496049cfaae290b20bc31268,treatment,False
824852729ab8440a8424ea3627c60836,treatment,False
dbd0a70c81524c308805878793a572eb,control,True
fdf831da4d924455a9691944a53828d7,treatment,False
74e0bf26ad3c45b49ea753d700b137d4,treatment,False
e95dbe3944d440f0b530044cee4940bf,control,True
affa7b7335184e60b95acfc20f18304b,control,False
e747bb2e267d48ae9b208b950e9f8ae7,treatment,True
fed878de9e6d408dabba9b566f019be7,treatment,True
6c937364a82a4fa58d69b6f6219b62d3,treatment,False
16b245dc74aa4cae89b5d34ed88ca027,control,True
2bd136f0bb234bf6b863304e39863b0e,control,True
8723301c89014ff0a6ad257420b5d0b5,treatment,False
657ecdd345f446bca10db0771bfd740b,treatment,True
79f1133f159740bbbe9f2e9c6cde870e,treatment,False
93476a5bb3a14ee5b00685c2e1f4e41b,control,True
8f7c1a07723549818f86990ba8593658,control,False
d0fb0c7f8a5140f7b171c49197ecd55e,control,True
47c6a682f7b54c5799c7044dfa802c19,treatment,True
2c452cacd93f4e108ae17e16b5884e56,treatment,False
839632c069d7441488f3b609b717f105,control,True
a178bee444104dd391ebd3ad30af2965,treatment,False
dfb9920a750e48dbad2d69a83091b512,treatment,True
eb70cfcee82a48569f64c4e6a4795bc7,control,True
75459ced71ca43bca888baadc92bb45b,treatment,False
65a7c28b3351495ca0211487b5c1c852,control,True
b7b04228645a4f5ba39ae665bdc61d3c,control,False
c590bc870ebd4ccd9c741b8f83c50623,control,False
fd1e364a69934554b081336fae38457e,control,False
ab1db17097a44f5b84e5bc103ea1ee2e,control,False
e1871bca71d047cea8ae9d123965d4b4,control,True
e1940d4cce784836a48eaee542548662,treatment,False
931d5c63ae1b4758ac2a6b7094ac2c33,control,True
754722739c734be792ddde40861e3b41,treatment,False
79df2a7fc16f45ae9c6e1082020608eb,control,False
88d444ed4a41468698d863379c84dbaf,treatment,False
8e67cf5ea75e410fac6e8311dcb94eef,treatment,False
20254ba152df440fb01b614648a8b2aa,treatment,True
556ce57767204ad88faf80da0df74ebe,control,True
d6f5a2cf24ae4a29b9a018bdb6ce32fd,treatment,False
2b1155867d294e29b8b591d9adf41bd2,control,True
5e7adf9395534d56866dafba0846adb1,treatment,False
9b23b0b076b04a68a8eba8ef6bb09d98,control,False
565c05f8aafa48379535c8bcad8c5de5,control,True
3849dd079c2a40738b29169eab0061a2,treatment,False
07d2496669b34aadbf66c0581b07b262,control,False
3e0687ec92d04423a47b8f74fd2e3952,treatment,True
a667be6fd67b45ff9acfe9160615b7bb,treatment,False
47f4c0a9a4c94f869f9ac91a6f6a710f,treatment,True
d27f7fee3b1d4c4c8af5b0b37ac729f9,control,False
7777f380cd2e40b1817243005fe87a5a,control,False
48b5d907f1cf44fea3a191d0eba8cea0,control,True
982b9f7ff1da43a28aee52fe228bed78,control,False
54e607ca018a4f318b3b1f063c8e2ec1,control,True
cbe6a4115d8c464dbefaa18c5b661003,control,False
1b0ed8138c7649c081753f3085d8d26f,control,True
d92bfdbcd305407b8771ee98b4d36842,control,False
e9f52f5d7d6949e9b91dcce14038a4ec,treatment,False
b617d8bf3a894644a39124ac2d5bab08,control,True
06b9f08775b84fa38752023462c90457,treatment,True
3633bfd3f640496e9b645d7b95b29a44,control,False
c111db89cf254e6da7214f8abd68cac0,control,False
be61430be1564288a073f7cb09663ae4,control,False
6c7bb665570c459fae072b54509cb221,control,False
ebea2a96f5214eae9241388d6119a512,treatment,False
d50316b1fbf54b9588d9cac073da0c74,control,False
4f55f5affe9140109899bdf6262a2b6a,control,True
ea6e0609739145d7a157001013f89359,treatment,False
69dec0b5a0414f2eb0d10d418aefb12c,treatment,False
b4cdfd9a4f514addbcc3e17dcbfe7e3f,control,False
fcb67be334724597a06de7b27c88fa7f,control,False
21a30d5ab8a34bbb8a1c48e4cf23aeb7,treatment,False
86684b2d29514b8ca1bc7cffd92f8b11,control,False
f25e8a509ffd45c98279d42dd2a07c6a,control,True
e877f1a1c6cb46969967d6f743efbb72,treatment,False
302ce68e04a54eb8b5ae53d6ee31249a,treatment,False
753564afd3b3409ebd03265039c84e25,control,False
5669647732b743688958f2bea2473606,control,False
8ca89d02a3864a27b89b91879516bb67,treatment,True
472403fbc04d4a9b866399b63c0b6929,control,True
b10107f4d5b84b2f8ae72d4525c4c1c1,control,True
dec9860d85c0458b9869904f3880db68,control,False
1aeacbf3336749a0b6a0fa6dad0b4713,treatment,False
51abd4cfcdac49839e21ce1755cb72d0,treatment,False
aa033eac27ce409a8bd1bc31fad8cc25,control,False
089cd54dd56e43018b4bfd2b8f6d4652,control,True
3668989f215b4f86a0f2334190824e0a,treatment,False
bb7e86e79714431b8d56dede9b38c5ae,treatment,False
7b0b7597f00d46f4b0cda7e140908a9f,control,False
e358b34baad6473f9bcb746cb4f747f2,control,True
f80337fd32cd4e36928f91d0620ac090,control,False
08a36bdb590f4c8987c6a3910d16059d,control,True
e757b6c2eeee4c07967f31d49f4a46db,treatment,False
8a7735bb51a54c6aa5f0811673bba16d,treatment,False
fe2328ab8ec94b02b63337891e2b5cb3,control,False
55278d12f50b4c5db17494083539af78,treatment,True
d11cb775ab2c4504a677ba3da6d2662e,control,True
87ebf8ddcc1e4b73902fefc74f6f2d20,control,True
4bff0f02303649e9adce1730f92b5a97,treatment,False
264b89b1027e4a389c3eb37b879d56bd,treatment,True
45ce720f129d45edb141e5615d327eb5,control,False
a5e49b1887e54a0eb45302165821ba56,treatment,True
43d8d1893b3c4ee98c1a81158264e478,control,True
ed108f3cebc743eb86ec5b4762d83814,control,False
049cea273fa040d8b6fb4783a160d6c0,treatment,True
fbda18cea4cf44d8aff8f56558092b1f,treatment,False
15ccd6b7292746178ba76fc2527cc4fc,control,False
8243f22b4bac46fe9950d218b0e6dd26,treatment,True
eaaff1ce82fb45d491b96f536d59cc01,control,True
d7917088d9134ba5ae331aa0d08c7373,control,True
8e1888ef4a164f35a0774421a2f88d7c,control,False
76d5239cf7f444f195942bac0ba7e899,control,True
61f0fe2dac3f416a9c1e1cfb5c35dcea,treatment,False
d26c52df446445aab85dd9a13dfd10dc,control,False
d7a00b01c7a54856a51763e60940b273,control,True
b74e1da234f94292b36d4ca27cdc520a,treatment,True
fbe7ec2e97a241e6a3b964e4c07678d3,control,False
0acceadd84b54b2f849464dfb689ed18,control,True
384aa2c15d954396ad89b3e608c3fd05,treatment,False
121f08259fb44b27b933bc5634aba5c0,control,False
2fdd6aae8a5c4347a3db8fd3bfdaca2a,control,False
a9a682b80e084cda9d8f170cae34e6a1,control,False
6f43cd61dcf84ae885b89ade98c33c60,control,False
b561102ea19742a5b9ca6107db4806ac,control,True
1cae575cf4914c3ba7df3b4d1d950ee2,control,False
